user_name,date,text,clean_text,sentiment,sentiment_score
MENYANIBI,2021-01-22 11:56:20,"#BREAKING

#ZinedineZidane tests positive for #COVID19 #Zidane #sports #FootballTogether #FOOTBALLTIPS #football… https://t.co/pXRFYdEkvP",breaking zinedinezidane tests positive for covid19 zidane sports footballtogether footballtips football https t co pxrfydekvp,1 star,1
Kathy Flaherty,2021-03-19 08:47:41,My age group is finally eligible to register to get #CovidVaccine today. I have an appointment. In April. 🤞🏽somebod… https://t.co/YZSqIKhn5B,my age group is finally eligible to register to get covidvaccine today i have an appointment in april somebod https t co yzsqikhn5b,5 stars,5
MySpace Tom ashes,2022-06-07 18:29:55,"to all conspiracy theorists:

I expected to be dead by now… 😡

now I know what you meant saying you don’t know what’s in the vaccine…
#covidvaccine 
#UkraineRussiaWar 

#myspacetomashes",to all conspiracy theorists i expected to be dead by now now i know what you meant saying you don t know what s in the vaccine covidvaccine ukrainerussiawar myspacetomashes,1 star,1
PromoJustice,2021-03-23 12:42:11,"Pres Biden: Majority of D.C.'s vaccine-eligible essential workers (incl healthcare) live in MD &amp; VA. As a result, 4… https://t.co/fSsG14F40K",pres biden majority of d c s vaccine eligible essential workers incl healthcare live in md amp va as a result 4 https t co fssg14f40k,1 star,1
Hayley MJ,2021-08-02 21:08:21,"Do you live in the Twin Cities and still need a #CovidVaccine? The @StairstepF @MHealthFairview @ucaremn mobile vaccine unit will be popping up at #NationalNightOut in the @MyNorthMarket lot Tues Aug 3, 6-8:30PM. Pfizer (12+) and JJ (18+) vaccines available.",do you live in the twin cities and still need a covidvaccine the stairstepf mhealthfairview ucaremn mobile vaccine unit will be popping up at nationalnightout in the mynorthmarket lot tues aug 3 6 8 30pm pfizer 12 and jj 18 vaccines available,1 star,1
BundythebearACT 😃🐯🐅🐻🌈 🐀 🥔🥔🥔🥔🥔,2021-08-05 00:51:17,Whilst Gladys steals vaccinations from regional areas the @actgovernment is donating 10% of our supply to surrounding regions . Great work @ABarrMLA #auspol2021 #covidsydney #COVID19Aus #CovidVaccine https://t.co/IM15AMbXVm,whilst gladys steals vaccinations from regional areas the actgovernment is donating 10 of our supply to surrounding regions great work abarrmla auspol2021 covidsydney covid19aus covidvaccine https t co im15ambxvm,5 stars,5
Join Y. Luh,2021-02-11 15:18:06,"#ehr #ehrs #DigitalHealth #EMR #COVID19 #CovidVaccine 

Why Issues With Medical Records Interfere With Vaccine Roll… https://t.co/PPY2Zm7Zjy",ehr ehrs digitalhealth emr covid19 covidvaccine why issues with medical records interfere with vaccine roll https t co ppy2zm7zjy,1 star,1
Brian Dugger,2022-02-02 20:19:10,"Ohio reports that of the more than 3,000 COVID hospitalizations last week, 92.3% were unvaccinated. 94.2% of deaths were unvaccinated. #ohio #CovidVaccine #omicron",ohio reports that of the more than 3 000 covid hospitalizations last week 92 3 were unvaccinated 94 2 of deaths were unvaccinated ohio covidvaccine omicron,1 star,1
Phani Shankar,2020-11-05 09:54:00,"Oxford #CovidVaccine : AstraZeneca expects vaccine data this year. 
The Oxford candidate is seen one of the leading… https://t.co/rCohCGw7WF",oxford covidvaccine astrazeneca expects vaccine data this year the oxford candidate is seen one of the leading https t co rcohcgw7wf,3 stars,3
Vik ✈ 🇺🇸,2021-01-26 13:29:38,The blood of these people is on the hand of greedy power hungry leaders. #Covid_19 #CovidVaccine #blamechina https://t.co/EPGqBzm8Zf,the blood of these people is on the hand of greedy power hungry leaders covid 19 covidvaccine blamechina https t co epgqbzm8zf,1 star,1
Khaleej Times,2021-03-20 06:50:34,"#CovidVaccine: According to Thursday’s stat from the @OurWorldInData website, the #UAE (1.52) is just behind #Chile… https://t.co/m4SrhFNbSG",covidvaccine according to thursday s stat from the ourworldindata website the uae 1 52 is just behind chile https t co m4srhfnbsg,1 star,1
Holahappy...Judith,2021-04-07 23:55:07,I doddle while I waited for my second Pfizer shot! Sore arm now but so worth it! #CovidVaccine #DoYourPart https://t.co/Ld7JRMGFKB,i doddle while i waited for my second pfizer shot sore arm now but so worth it covidvaccine doyourpart https t co ld7jrmgfkb,3 stars,3
Colin Lillywhite,2021-04-08 06:20:34,@sophiemeixner Sophie - these numbers quoted don’t make any sense. Do you have any additional detail you can provid… https://t.co/ty3T1P6SC6,sophiemeixner sophie these numbers quoted don t make any sense do you have any additional detail you can provid https t co ty3t1p6sc6,1 star,1
NDTV,2020-11-17 04:00:47,"#CovidVaccine | Moderna says its #COVID__19 vaccine is over 94% effective 

Read: https://t.co/nnmtf34YcM https://t.co/tiwfcUVK6o",covidvaccine moderna says its covid 19 vaccine is over 94 effective read https t co nnmtf34ycm https t co tiwfcuvk6o,3 stars,3
Darren,2021-08-03 22:13:27,"#GBNews @danwootton  I'm sorry I disagreed with you tonight with on #CovidVaccine recommendation for 16 to 18 year olds and risk, isnt the point of mass vaccination to achieve heard immunity as quickly as possible the way to prevent virus mutations?",gbnews danwootton i m sorry i disagreed with you tonight with on covidvaccine recommendation for 16 to 18 year olds and risk isnt the point of mass vaccination to achieve heard immunity as quickly as possible the way to prevent virus mutations,1 star,1
P Ravindra Babu_TNIE,2021-03-24 15:18:56,Nursing students standing in a queue for #CovidVaccine at #GGH in #Vijayawada. @xpressandhra @NewIndianXpress… https://t.co/8MPve0qqm2,nursing students standing in a queue for covidvaccine at ggh in vijayawada xpressandhra newindianxpress https t co 8mpve0qqm2,5 stars,5
John Kageche,2021-11-22 19:04:41,"#Covid_19 exists, yes.

Still, for Kenya (Africa?), I ask again, looking at the stats below, should we be thinking different?

Read more: https://t.co/Edqg2MJS0Z 

#nojabnoservice
#NoJabNoJob
#COVID19
#VaccinesWork
#CovidVaccine 
#CoronaCapital2021 
@TheEconomist https://t.co/CdtFP2xyaO https://t.co/aakmgQrlVB",covid 19 exists yes still for kenya africa i ask again looking at the stats below should we be thinking different read more https t co edqg2mjs0z nojabnoservice nojabnojob covid19 vaccineswork covidvaccine coronacapital2021 theeconomist https t co cdtfp2xyao https t co aakmgqrlvb,1 star,1
Rizwana,2021-01-23 09:11:45,Here all day today @NELFT @NELFTLetsEngage #BetterTogether #CovidVaccine #GetVaccinated #NHSheroes https://t.co/E2DMI9AQzB,here all day today nelft nelftletsengage bettertogether covidvaccine getvaccinated nhsheroes https t co e2dmi9aqzb,5 stars,5
H L Wegley,2021-11-20 07:15:09,"German doctor commits #suicide rather than give vaccines
Dr. Thomas Jendges committed suicide saying he no longer could be part of the #genocide happening via the #COVIDvaccine.
https://t.co/BRU1UV4fI9",german doctor commits suicide rather than give vaccines dr thomas jendges committed suicide saying he no longer could be part of the genocide happening via the covidvaccine https t co bru1uv4fi9,1 star,1
The Borough of Hounslow Herald,2021-07-30 13:12:42,#England’s top midwife is urging expectant mums to get the #CovidVaccine after new data shows the overwhelming majority of pregnant women hospitalised with the virus have not had a jab https://t.co/ZbGQ7ZPt7l,england s top midwife is urging expectant mums to get the covidvaccine after new data shows the overwhelming majority of pregnant women hospitalised with the virus have not had a jab https t co zbgq7zpt7l,5 stars,5
VaxBLR,2021-11-13 07:30:25,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 13/11 at 01:00PM
FREE Slots 
#COVISHIELD - Dose1:1650, Dose2:2016
#COVAXIN - Dose1:1750, Dose2:1966
PAID Slots 
#COVISHIELD - Dose1:10684, Dose2:5528
#COVAXIN - Dose1:5381, Dose2:5478
#SPUTNIKV - Dose1:358, Dose2:199",18 44 bbmp bengaluru covidvaccine availability for 13 11 at 01 00pm free slots covishield dose1 1650 dose2 2016 covaxin dose1 1750 dose2 1966 paid slots covishield dose1 10684 dose2 5528 covaxin dose1 5381 dose2 5478 sputnikv dose1 358 dose2 199,1 star,1
GMHSC Partnership,2021-08-19 15:30:10,"Did you know that having the #CovidVaccine dramatically reduces the likelihood that you’ll catch the virus? 

That means you’re far less likely to pass it on to someone else. 
Book an appointment here: https://t.co/J7LGROnv0V or find a walk-in clinic here: https://t.co/wyCUMPGcBj https://t.co/jrih9sJ31b",did you know that having the covidvaccine dramatically reduces the likelihood that you ll catch the virus that means you re far less likely to pass it on to someone else book an appointment here https t co j7lgronv0v or find a walk in clinic here https t co wycumpgcbj https t co jrih9sj31b,2 stars,2
Chhattisgarh DDnews,2021-06-30 13:09:01,kORBA: Covid Vaccination awareness by  Safai Mitra https://t.co/orIPktyXgT #CovidVaccine,korba covid vaccination awareness by safai mitra https t co oripktyxgt covidvaccine,4 stars,4
Not_your_average_Susan,2021-01-25 20:49:19,"@GavinNewsom Why is California doing so poorly on doses in arms? Cali has only administered 42% of doses received,… https://t.co/Jv82OKhw6T",gavinnewsom why is california doing so poorly on doses in arms cali has only administered 42 of doses received https t co jv82okhw6t,1 star,1
Allscripts,2020-09-08 17:25:00,"While Operation Warp Speed (OWS) aims to expedite vaccine availability, two questions still remain: “Will people ge… https://t.co/QJbCMzstcV",while operation warp speed ows aims to expedite vaccine availability two questions still remain will people ge https t co qjbcmzstcv,2 stars,2
Saiprasanna Kuragodi,2022-07-07 02:29:45,"Covid's booster dose is like the parents' third kid they forgot to care about. 

#Covid_19 #vaccination #CovidVaccine #boosterdose #COVAXIN #covishield",covid s booster dose is like the parents third kid they forgot to care about covid 19 vaccination covidvaccine boosterdose covaxin covishield,4 stars,4
Maldives Voice,2021-02-01 09:55:29,"President @ibusolih, Parliament  Speaker @MohamedNasheed  ,Foreign Minister @abdulla_shahid  and Defense Minister… https://t.co/peldx9BgKS",president ibusolih parliament speaker mohamednasheed foreign minister abdulla shahid and defense minister https t co peldx9bgks,1 star,1
Pamela Adams,2021-02-13 19:40:03,Dad and Mom are fully vaccinated🏆🙏🏻 #PfizerVaccine #CovidVaccine https://t.co/CwrnXtJ8op,dad and mom are fully vaccinated pfizervaccine covidvaccine https t co cwrnxtj8op,1 star,1
Nick Mordowanec,2020-12-31 17:02:01,#MacombCounty turned into a vacant building into a large #CovidVaccine distribution center. While vaccinations nati… https://t.co/d8DQyNpGUA,macombcounty turned into a vacant building into a large covidvaccine distribution center while vaccinations nati https t co d8dqynpgua,1 star,1
Burcin Ikiz,2020-11-18 23:10:44,Woohoo! 🎉🎉🎉 (celebrating while reminding myself of the dark winter ahead) #CovidVaccine https://t.co/szl6krRHrC,woohoo celebrating while reminding myself of the dark winter ahead covidvaccine https t co szl6krrhrc,4 stars,4
tony el,2022-01-27 13:30:47,What the U.S gov't is exposing to their soldiers with these experimental Covid-19 shots will be worst than what happened in Nam with Agent Orange. #covidvaccine #USmilitary #VaccineMandate https://t.co/srXk0h00Jf https://t.co/Fjn9SzJme0,what the u s gov t is exposing to their soldiers with these experimental covid 19 shots will be worst than what happened in nam with agent orange covidvaccine usmilitary vaccinemandate https t co srxk0h00jf https t co fjn9szjme0,1 star,1
Kenny,2021-05-29 17:14:21,"Half of appointments missed. My wife, who had Pfizer, drops in at the end of the day at the SSE Hydro to see if she can get a stand by 2nd vaccination. Place empty. Security at the door says no...Just stupid! #Glasgow #CovidVaccine @NicolaSturgeon 

https://t.co/oxXdfGPqXi",half of appointments missed my wife who had pfizer drops in at the end of the day at the sse hydro to see if she can get a stand by 2nd vaccination place empty security at the door says no just stupid glasgow covidvaccine nicolasturgeon https t co oxxdfgpqxi,1 star,1
Viion Technology,2021-08-02 13:03:26,"The current Covid situation of Pakistan is alarming as the drastic surge in Covid- Delta variant cases has been reported by Health officials. 
#DeltaVariant #COVID #COVID19 #COVIDVaccine #Vaccine #COVIDPandeminc #COVIDDelta #StayAtHomeStaySafe #ViionTechnology #Viion #ViperGroup https://t.co/zjCvFoyZNC",the current covid situation of pakistan is alarming as the drastic surge in covid delta variant cases has been reported by health officials deltavariant covid covid19 covidvaccine vaccine covidpandeminc coviddelta stayathomestaysafe viiontechnology viion vipergroup https t co zjcvfoyznc,1 star,1
HowzThat1 delivers Drugs & Safer Online Education,2021-01-13 15:49:55,Here I am getting my #COVID vaccination. We need more people especially from the BAME community to get the vaccine.… https://t.co/W2CK80gUEL,here i am getting my covid vaccination we need more people especially from the bame community to get the vaccine https t co w2ck80guel,5 stars,5
Redzer -Pure Cork Feen!,2021-12-03 23:10:18,"The Manic Street Preachers were right all along!

They were years ahead of it. 😜

#CovidVaccine 
#COVID19",the manic street preachers were right all along they were years ahead of it covidvaccine covid19,5 stars,5
Marg News,2022-02-07 09:36:26,"DCGI Grants Permission To Sputnik Light Against Covid-19 In India
#DCGI #approves #SputnikLight #India #CovidVaccine 
https://t.co/B651syyRu0",dcgi grants permission to sputnik light against covid 19 in india dcgi approves sputniklight india covidvaccine https t co b651syyru0,1 star,1
